タイトル,NOTES,PEAK,SCRATCH,SOF-LAN,CHARGE,CHORD,ノート数
RAIN,79.29,71.41,11.19,0,37.95,23.48,0
PUT YOUR FAITH IN ME(for beatmania II),37.04,49.99,11.18,0,0,11.76,0
Praludium,62.25,61.41,11.14,0,0,17.22,0
Love Again...,33.9,40,11.1,0,0,21.79,0
rainbow guitar weeps,76.22,67.13,11.08,0,0,25.54,0
5.1.1.,55.48,54.27,11.06,0,0,15.23,0
SHION,52.12,42.84,10.99,0,0,27.88,0
神謳 -RESONANCE-,96.89,82.85,10.97,0,0,70.59,0
禍根,58.98,58.56,10.97,0,0,16.34,0
era (nostalmix),49.16,71.42,10.95,91.27,0,14.16,0
Fly Above,61.27,57.14,10.94,0,0,57.39,0
LOVE B.B.B,64.17,59.99,10.89,0,0,30.34,0
PENDUAL TALISMAN,60.96,61.41,10.82,12.42,5.45,45.13,0
532nm,63.37,61.41,10.81,0,0,34.08,0
airflow,34.81,48.56,10.72,71.18,0,14.98,0
黒紅掬い,50.07,45.7,10.7,0,0,36.77,0
Eternal Tears,45,44.27,10.7,0,0,53.37,0
Dr.LOVE,25.57,28.56,10.7,0,0,1.78,0
19，November,59.41,55.7,10.61,0,0,20.68,0
Fervidex,69.98,69.99,10.58,0,0,41.33,0
connective,45.35,41.41,10.53,0,0,17.08,0
O/D*20,72.32,69.99,10.48,0,3.42,33.49,0
Let me be your cure,54.13,44.27,10.42,0,0,19.28,0
Don't Stop!,38.19,41.41,10.39,0,0,20.76,0
refrain,101.24,79.98,10.36,0,0,46.47,0
REPLAY,62.79,51.42,10.33,0,0,17.2,0
Zenith,55.96,58.57,10.29,0,114.72,18.44,0
月雪に舞う華のように,48.21,48.56,10.27,6.07,28.41,35.38,0
GAMBOL,17.54,21.41,10.26,0,0,2.64,0
snow storm,86.84,84.27,10.23,0,0,30.52,0
Yellow Sunrise,59.99,62.84,10.22,0,0,19.71,0
awakening,58.41,61.42,10.2,0,0,15.77,0
Tell me what you wish feat.らっぷびと,60.02,52.85,10.14,0,0,27.38,0
Colors (radio edit),82.59,79.99,10.1,0,0,30.36,0
No Border,77.57,78.56,10.03,0,0,44.85,0
DORNWALD ～Junge～,88.22,72.85,9.93,0,0,30.38,0
CALL,35.34,47.13,9.92,0,0,26.65,0
DREAM OF SPACE UFO ABDUCTION,73.74,62.85,9.89,0,0,15.29,0
Miami Sunset Drive,41.3,44.27,9.87,0,54.99,11.84,0
IIDX RED Ending (Ryu☆Remix),51.22,57.13,9.83,0,43.59,27.52,0
22DUNK,42.64,41.42,9.61,0,0,7.99,0
traces,80.31,84.28,9.52,0,0,42.58,0
Hyper Drive feat. ぷにぷに電機,63.3,57.13,9.51,0,0,26,0
Silly Love,58.2,62.84,9.46,52.8,12.17,22.28,0
月とミルク,64.66,60,9.41,0,0,37.47,0
Zenius -I- vanisher,60.02,64.27,9.4,0,0,33.58,0
LEADING CYBER,59.89,57.13,9.27,0,0,3.84,0
MOON RACE,50.56,57.13,9.23,0,0,3.19,0
THE EARTH LIGHT,56.05,52.84,9.23,0,0,11.32,0
新宝島,58.96,50,9.19,0,35.3,36.46,0
Frozen Ray (original mix),75.2,69.99,9.15,0,0,49.94,0
Power of Love,65.92,59.99,9.05,0,0,29.82,0
The Smile of You,48,52.84,9.02,0,0,39.8,0
Tail Lights,75.09,67.13,8.83,0,0,31.41,0
Express Emotion,42.09,35.7,8.82,0,0,10.19,0
Verflucht,93.51,71.41,8.8,0,0,12.4,0
SEQUENCE CAT,87.89,75.7,8.5,0,0,52.48,0
SP-TRIP MACHINE(for beatmania II),35.78,48.56,8.32,0,0,12.78,0
BALLAD FOR YOU～想いの雨～,36.54,37.14,8.24,0,0,22.87,0
HYPER BOUNDARY GATE,78.67,64.27,8.21,0,0,15.06,0
still my words,49.47,54.27,8.14,0,0,17.56,0
怪物,48.05,37.13,8.13,0,0,19.79,0
Shining World,64.53,65.71,8.11,0,0,40.66,0
The Hope of Tomorrow,68.54,90,7.99,0,0,34,0
ANAGRAMS I to Y,61.85,52.85,7.95,0,0,27.9,0
GOBBLE,40.18,52.85,7.92,0,0,7.22,0
SOLITON BEAM,82.09,68.57,7.8,0,0,51.78,0
e-motion 2003 -romantic extra-,62.57,62.85,7.73,0,0,22.58,0
gentle stress,32.71,60,7.65,0,0,12.54,0
GRADIUSIC CYBER,48.48,58.56,7.64,28.46,0,5.08,0
0.59,48.74,51.41,7.59,14.56,0,9.38,0
Phoenix,53.44,50,7.56,0,0,13.42,0
World Wide Love,45.18,49.99,7.51,0,0,37,0
S-Bahn,68.23,57.13,7.44,0,0,42.22,0
I Was The One,33.28,34.27,7.43,0,0,3.79,0
Cyber Force,82.34,74.28,7.33,0,0,69.05,0
Indigo Vision(full flavour hide around mix),57.17,65.7,7.31,0,0,16.47,0
龍王の霊廟(Mausoleum Of The Primal Dragon),91.2,69.99,7.24,0,45.36,35.08,0
POSSESSION,99.4,92.84,7.2,132.42,24.66,99.6,0
少女アリスと箱庭幻想コンチェルト,62.63,64.27,7.18,0,44.58,13.28,0
エコ爺,54.24,47.14,6.98,0,0,34.47,0
State Of The Art,62.56,60,6.91,0,0,20.74,0
foreplay,74.58,62.84,6.88,0,0,11.7,0
prompt,63,55.7,6.85,0,0,31.08,0
Rainbow after snow,57.25,57.13,6.72,0,0,40.01,0
魔法のかくれんぼ,69.92,75.71,6.55,97.37,31.55,42.89,0
empathy,62.59,64.28,6.47,66.25,0,35.86,0
Todestrieb,72.52,67.14,6.46,0,18.58,47.95,0
ATOMIC AGE,33.53,40,6.44,0,0,2.39,0
CHRONO DIVER -NORNIR-,90.35,75.7,6.43,0,0,68.87,0
being torn the sky,49.1,51.41,6.41,0,0,30.1,0
PLASMA,66.57,62.85,6.28,0,0,14.76,0
KEEP ON MOVIN',17.3,27.13,6.19,0,0,1.39,0
音楽,71.5,87.13,6.01,161.36,0,84.1,1038
entelecheia,98.9,94.27,5.84,0,41.69,55,0
with you…,45.68,48.56,5.72,0,0,1.59,0
RISING FIRE HAWK,64.58,58.56,5.5,0,0,30.36,0
Harmony and Lovely,74.24,65.71,5.38,0,0,43.34,0
パ→ピ→プ→Yeah!,73.88,72.84,5.28,0,34.2,56.32,0
Rise'n Beauty,65.94,67.13,5.13,0,0,29.34,0
Back Into The Light,71.17,58.56,4.95,0,0,30.14,0
オールトの雲,80.31,72.85,4.6,0,14.33,56.56,0
RUGGED ASH,24.19,28.57,4.37,0,0,1.59,0
I FIGHT ME,57.66,58.56,4.08,0,0,31.24,0
earth scape,41.53,45.7,3.98,154.87,0,30.58,530
Presto,51.7,54.27,3.76,0,0,7,0
Let the Snow Paint Me,44.88,59.99,3.03,0,0,27.05,0
深淵に捧ぐレクイエム,70.06,74.28,3,0,158.33,31.36,843
sync,80.68,78.56,2.98,0,0,29.06,0
FLOWERS for ALBION,22.21,54.27,2.9,46.87,0,3.58,0
Infinity Mirror,54.24,55.71,2.77,0,82,21.34,0
シュレーディンガーの猫,108.71,94.28,2.56,0,0,87.71,0
バンブーソード・ガール,82.38,80,2.49,0,0,20.33,0
Heavenly Sun (IIDX VERSION),65.09,54.27,2.34,0,0,7.79,0
超青少年ノ為ノ超多幸ナ超古典的超舞曲,82.06,59.98,2.31,0,0,19.21,0
From Time To Time,75.96,72.84,2.24,0,0,78.31,0
走馬灯 -The Last Song-,34.54,34.28,2.15,89.53,0,33.01,0
Tangerine Stream,20.42,29.99,0.74,0,0,5.3,0
Snow Goose,68.41,52.84,0.71,0,0,13.39,0
SNOW,63.11,67.13,0.64,0,0,28.22,0
the trigger of innocence,43.69,38.57,0.52,0,0,20.19,0
ワルツ第17番 ト短調”大犬のワルツ”,95.52,85.71,0,192.6,0,50.11,1214
avant-guerre,56.12,74.28,0,37.69,0,10.59,0
"ピアノ独奏無言歌 ""灰燼""",85.66,72.83,0,178.59,0,32.84,1256
nostos,0,0,0,119.32,0,0,0
Elektrick U-Phoria,0,0,0,0,0,0,0
EXTREME MACH COLLIDER,0,0,0,0,0,0,0
Funny shuffle,0,0,0,0,0,0,0
Insane Techniques,0,0,0,0,0,0,0
into the battlefield,0,0,0,0,0,0,0
KHAMEN BREAK,0,0,0,0,0,0,0
M.D.Injection,0,0,0,0,0,0,0
Miracle 5ympho X,0,0,0,0,0,0,0
Odin,0,0,0,0,0,0,0
Pharaoh,0,0,0,0,0,0,0
RISE,0,0,0,0,0,0,0
RIZING YOU UP,0,0,0,0,0,0,0
Squeeze,0,0,0,0,0,0,0
Valgus,0,0,0,0,0,0,0
Wonder Girl feat. Kanae Asaba,0,0,0,0,0,0,0
お願いアインシュタイン,0,0,0,0,0,0,0
幻想系世界修復少女,0,0,0,0,0,0,0
廿,0,0,0,0,0,0,0
罪と罰,0,0,0,0,0,0,0
超!!遠距離らぶメ～ル,0,0,0,0,0,0,0
Blaze it UP!,0,0,0,0,0,0,0
chrono diver -fragment-,0,0,0,0,0,0,0
COLOSSEUM,0,0,0,0,0,0,0
Night sky,0,0,0,0,0,0,0
On My Wings(Hardstyle IIDX),0,0,0,0,0,0,0
Scars of FAUNA,0,0,0,0,0,0,0
Sweet Radar,0,0,0,0,0,0,0
ベィスドロップ・フリークス,0,0,0,0,0,0,0
十六夜セツナ,0,0,0,0,0,0,0
鬼天,0,0,0,0,0,0,0
Arcana,0,0,0,0,0,0,0
Aublia,0,0,0,0,0,0,0
Central Station,0,0,0,0,0,0,0
do the thing feat. Kanae Asaba,0,0,0,0,0,0,0
Exchange Place,0,0,0,0,0,0,0
Journey,0,0,0,0,0,0,0
La dolce primavera,0,0,0,0,0,0,0
NO LIMIT -オレ達に限界は無い-,0,0,0,0,0,0,0
Nowhere,0,0,0,0,0,0,0
Rock It,0,0,0,0,0,0,0
SEITEN NO TERIYAKI,0,0,0,0,0,0,0
Sephirot,0,0,0,0,0,0,0
Set U Free feat. Kanae Asaba,0,0,0,0,0,0,0
Super Duper Racers,0,0,0,0,0,0,0
Tori-no-kimochi,0,0,0,0,0,0,0
Uh-Oh,0,0,0,0,0,0,0
Violet Pulse,0,0,0,0,0,0,0
オルタネイトβ,0,0,0,0,0,0,0
ギョギョっと人魚 爆婚ブライダル,0,0,0,0,0,0,0
星屑ディスタンシア,0,0,0,0,0,0,0
!Viva!,0,0,0,0,0,0,0
AsiaN distractive,0,0,0,0,0,0,0
Believe in you,0,0,0,0,0,0,0
Beyond The Seven,0,0,0,0,0,0,0
Egret and Willow,0,0,0,0,0,0,0
Lost wing at.0,0,0,0,0,0,0,0
Magical,0,0,0,0,0,0,0
PAPAYAPA BASS,0,0,0,0,0,0,0
Remedy feat. Kanae Asaba,0,0,0,0,0,0,0
Selfish Sweet,0,0,0,0,0,0,0
shuriken,0,0,0,0,0,0,0
Steel Edge,0,0,0,0,0,0,0
Umbral,0,0,0,0,0,0,0
Vermilion,0,0,0,0,0,0,0
Warrior,0,0,0,0,0,0,0
yamabiko (SINOBUZ Edition),0,0,0,0,0,0,0
ちらちら・はらはら,0,0,0,0,0,0,0
ディッシュウォッシャー◎彡おいわちゃん,0,0,0,0,0,0,0
冬椿 ft. Kanae Asaba,0,0,0,0,0,0,0
獅子霞麗ノ舞,0,0,0,0,0,0,0
2 Player,0,0,0,0,0,0,0
Alpheratz,0,0,0,0,0,0,0
Amor De Verao,0,0,0,0,0,0,0
Battleground,0,0,0,0,0,0,0
COSMIC☆WONDER☆REVOLUTION,0,0,0,0,0,0,0
Expanded !!,0,0,0,0,0,0,0
FREEDOM,0,0,0,0,0,0,0
Get Up! feat. Kanae Asaba,0,0,0,0,0,0,0
LUV DRIVE,0,0,0,0,0,0,0
n'pa pa BBQ,0,0,0,0,0,0,0
Only for now,0,0,0,0,0,0,0
REVOLVER,0,0,0,0,0,0,0
Sleepless days,0,0,0,0,0,0,0
Temple of Anubis,0,0,0,0,0,0,0
うさ☆かめ 大戦争！,0,0,0,0,0,0,0
バスルーム ロマンス,0,0,0,0,0,0,0
共犯へヴンズコード,0,0,0,0,0,0,0
草原の王女-軌跡を辿って-,0,0,0,0,0,0,0
50th Memorial Songs -Flagship medley-,0,0,0,0,0,0,0
50th Memorial Songs -二人の時 ～under the cherry blossoms～-,0,0,0,0,0,0,0
Afterimage d'automne,0,0,0,0,0,0,0
BLACK JACKAL,0,0,0,0,0,0,0
BLOSSOM,0,0,0,0,0,0,0
Carry Me Away,0,0,0,0,0,0,0
COSMIC CYBER,0,0,0,0,0,0,0
Cranberry City ft. Luschel,0,0,0,0,0,0,0
Glory,0,0,0,0,0,0,0
IDOL syndrome.,0,0,0,0,0,0,0
LOST TECHNOLOGIE,0,0,0,0,0,0,0
OVER TIME,0,0,0,0,0,0,0
Psycho Sheep Riddim,0,0,0,0,0,0,0
Serious?,0,0,0,0,0,0,0
SPEED ROCKER,0,0,0,0,0,0,0
The Best of Both Worlds,0,0,0,0,0,0,0
ToyCube Pf.(RX-Ver.S.P.L.),0,0,0,0,0,0,0
Twilight Warp,0,0,0,0,0,0,0
Wing of Hearts,0,0,0,0,0,0,0
Wolf 1061,0,0,0,0,0,0,0
グラナダの風,0,0,0,0,0,0,0
サクラあっぱれーしょん,0,0,0,0,0,0,0
ミストレス・アンに花束を,0,0,0,0,0,0,0
ミッドナイト☆WAR,0,0,0,0,0,0,0
深愛のリグレット,0,0,0,0,0,0,0
Advent Infamous,0,0,0,0,0,0,0
And-RoiD,0,0,0,0,0,0,0
Backyard Stars,0,0,0,0,0,0,0
Calvados Queen,0,0,0,0,0,0,0
Crank It,0,0,0,0,0,0,0
fairy cocktail,0,0,0,0,0,0,0
Hold My Hand,0,0,0,0,0,0,0
Into The Madness,0,0,0,0,0,0,0
LASER CRUSTER (IGNITE REMIX),0,0,0,0,0,0,0
Mel,0,0,0,0,0,0,0
Moving on,0,0,0,0,0,0,0
NEWALONE,0,0,0,0,0,0,0
NRG STAR '86 feat. 大山愛未,0,0,0,0,0,0,0
OUTER PLANETS,0,0,0,0,0,0,0
Rainstorm,0,0,0,0,0,0,0
rough percussionythm,0,0,0,0,0,0,0
Shiva,0,0,0,0,0,0,0
Ska-sh All Neurons!!,0,0,0,0,0,0,0
STOIC HYPOTHESIS,0,0,0,0,0,0,0
Sugar Drippin',0,0,0,0,0,0,0
take me higher,0,0,0,0,0,0,0
The Sky of Sadness,0,0,0,0,0,0,0
TRIUMPH,0,0,0,0,0,0,0
VIBRΛ,0,0,0,0,0,0,0
Voo Doo Bamboleo,0,0,0,0,0,0,0
セピアの軌跡 ft. 天宮みや(少女フラクタル),0,0,0,0,0,0,0
バッドエンド・シンドローム,0,0,0,0,0,0,0
As You Want,0,0,0,0,0,0,0
Don't Stop The Music feat. Kanae Asaba,0,0,0,0,0,0,0
Explorer feat. ぷにぷに電機,0,0,0,0,0,0,0
Farewell to Marrakech,0,0,0,0,0,0,0
Here We Are,0,0,0,0,0,0,0
Mars beach,0,0,0,0,0,0,0
MOVE! (We Keep It Movin'),0,0,0,0,0,0,0
Ocean Blue feat. Luschel,0,0,0,0,0,0,0
OTOKOZAKA,0,0,0,0,0,0,0
Playball,0,0,0,0,0,0,0
Ritual of Anubis,0,0,0,0,0,0,0
Rub-a Dub-a,0,0,0,0,0,0,0
WAKE UP NOW,0,0,0,0,0,0,0
When I Met U,0,0,0,0,0,0,0
Winner's Proof ft. KANASA from bless4,0,0,0,0,0,0,0
犬に雨傘,0,0,0,0,0,0,0
紅蓮華,0,0,0,0,0,0,0
808monkey,0,0,0,0,0,0,0
AMICABLE,0,0,0,0,0,0,0
Emera,0,0,0,0,0,0,0
Game Changers,0,0,0,0,0,0,0
Get set， Go! feat.Kanae Asaba,0,0,0,0,0,0,0
Harmonia,0,0,0,0,0,0,0
Hat Surprise,0,0,0,0,0,0,0
HEARTACHE,0,0,0,0,0,0,0
Lawes's Parotia,0,0,0,0,0,0,0
Legendary Treasures,0,0,0,0,0,0,0
Onyx,0,0,0,0,0,0,0
P.O.W.E.R.,0,0,0,0,0,0,0
Prohibited Props,0,0,0,0,0,0,0
SPARK IN THE NIGHT,0,0,0,0,0,0,0
Stepper,0,0,0,0,0,0,0
Wonderful Escape,0,0,0,0,0,0,0
マツケンサンバⅡ,0,0,0,0,0,0,0
Beyond Evolution,0,0,0,0,0,0,0
サヨナラ・ヘヴン-Celtic Chip Dance Mix-,0,0,0,0,0,0,0
AWA AWA,0,0,0,0,0,0,0
EXODUS SIGN,0,0,0,0,0,0,0
STRAIGHT TO THE STARS,0,0,0,0,0,0,0
glacia,0,0,0,0,0,0,0
Chaotoxin,0,0,0,0,0,0,0
栄冠のカンパネラ,0,0,0,0,0,0,0
